name,nameFull,class,pond,date,depth,freq,Name,
4-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\4-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0400_1.png,
42-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\42-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0401_1.png,
43-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\43-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0402_1.png,
44-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\44-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0403_1.png,
45-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\45-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0404_1.png,
46-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\46-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0405_1.png,
47-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\47-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0406_1.png,
48-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\48-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0407_1.png,
49-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\49-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0408_1.png,
50-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\50-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0409_1.png,
51-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\51-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0410_1.png,
5-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\5-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0411_1.png,
52-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\52-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0412_1.png,
53-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\53-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0413_1.png,
54-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\54-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0414_1.png,
55-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\55-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0415_1.png,
56-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\56-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0416_1.png,
57-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\57-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0417_1.png,
58-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\58-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0418_1.png,
60-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\60-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0419_1.png,
61-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\61-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0420_1.png,
6-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\6-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0421_1.png,
62-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\62-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0422_1.png,
64-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\64-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0423_1.png,
65-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\65-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0424_1.png,
66-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\66-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0425_1.png,
68-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\68-1.bmp",1,NA,NA,80 mm,8.0 MHz,0426_1.png,
71-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\71-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0427_1.png,
73-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\73-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0428_1.png,
74-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\74-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0429_1.png,
75-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\75-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0430_1.png,
76-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\76-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0431_1.png,
77-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\77-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0432_1.png,
78-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\78-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0433_1.png,
80-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\80-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0434_1.png,
81-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\81-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0435_1.png,
8-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\8-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0436_1.png,
82-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\82-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0437_1.png,
83-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\83-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0438_1.png,
84-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\84-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0439_1.png,
85-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\85-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0440_1.png,
86-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\86-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0441_1.png,
87-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\87-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0442_1.png,
88-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\88-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0443_1.png,
89-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\89-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0444_1.png,
91-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\91-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0445_1.png,
9-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\9-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0446_1.png,
92-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\92-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0447_1.png,
93-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\93-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0448_1.png,
94-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\94-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0449_1.png,
95-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\95-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0450_1.png,
96-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\96-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0451_1.png,
97-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\97-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0452_1.png,
98-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\98-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0453_1.png,
99-1.bmp,"1 (323 images)\Nov 5, 2008 (89 images)\99-1.bmp",1,NA,11-05-08,80 mm,8.0 MHz,0454_1.png,
100-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\100-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0455_1.png,
102-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\102-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0456_1.png,
103-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\103-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0457_1.png,
104 1 (DK).bmp,"1 (323 images)\Oct 28, 2008 (82 images)\104 1 (DK).bmp",1,NA,10-28-05,80 mm,8.0 MHz,0458_1.png,
105-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\105-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0459_1.png,
106-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\106-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0460_1.png,
107-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\107-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0461_1.png,
108-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\108-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0462_1.png,
109-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\109-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0463_1.png,
110-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\110-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0464_1.png,
111-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\111-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0465_1.png,
11-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\11-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0466_1.png,
112-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\112-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0467_1.png,
1-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\1-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0468_1.png,
17-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\17-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0469_1.png,
18-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\18-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0470_1.png,
19-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\19-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0471_1.png,
20-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\20-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0472_1.png,
21-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\21-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0473_1.png,
2-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\2-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0474_1.png,
23-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\23-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0475_1.png,
24-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\24-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0476_1.png,
25-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\25-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0477_1.png,
28-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\28-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0478_1.png,
30-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\30-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0479_1.png,
31-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\31-1.bmp",1,NA,NA,80 mm,8.0 MHz,0480_1.png,
32-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\32-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0481_1.png,
33-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\33-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0482_1.png,
36-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\36-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0483_1.png,
37-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\37-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0484_1.png,
39-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\39-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0485_1.png,
40-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\40-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0486_1.png,
41-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\41-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0487_1.png,
42-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\42-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0488_1.png,
45-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\45-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0489_1.png,
46-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\46-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0490_1.png,
47-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\47-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0491_1.png,
48-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\48-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0492_1.png,
49-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\49-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0493_1.png,
52-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\52-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0494_1.png,
53-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\53-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0495_1.png,
54-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\54-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0496_1.png,
55-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\55-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0497_1.png,
56-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\56-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0498_1.png,
57-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\57-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0499_1.png,
59-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\59-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0500_1.png,
60-1 (DK).bmp,"1 (323 images)\Oct 28, 2008 (82 images)\60-1 (DK).bmp",1,NA,10-28-05,80 mm,8.0 MHz,0501_1.png,
63-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\63-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0502_1.png,
64-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\64-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0503_1.png,
65-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\65-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0504_1.png,
66-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\66-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0505_1.png,
67-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\67-1.bmp",1,NA,NA,80 mm,8.0 MHz,0506_1.png,
68-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\68-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0507_1.png,
69-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\69-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0508_1.png,
70-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\70-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0509_1.png,
71-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\71-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0510_1.png,
7-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\7-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0511_1.png,
72-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\72-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0512_1.png,
73-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\73-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0513_1.png,
74-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\74-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0514_1.png,
75-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\75-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0515_1.png,
76-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\76-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0516_1.png,
77-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\77-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0517_1.png,
78-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\78-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0518_1.png,
79-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\79-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0519_1.png,
80-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\80-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0520_1.png,
81-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\81-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0521_1.png,
83-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\83-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0522_1.png,
84-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\84-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0523_1.png,
85-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\85-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0524_1.png,
86-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\86-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0525_1.png,
87-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\87-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0526_1.png,
88-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\88-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0527_1.png,
89-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\89-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0528_1.png,
90-1 (DK).bmp,"1 (323 images)\Oct 28, 2008 (82 images)\90-1 (DK).bmp",1,NA,10-28-05,80 mm,8.0 MHz,0529_1.png,
91-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\91-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0530_1.png,
93-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\93-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0531_1.png,
94-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\94-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0532_1.png,
95-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\95-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0533_1.png,
96-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\96-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0534_1.png,
98-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\98-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0535_1.png,
99-1.bmp,"1 (323 images)\Oct 28, 2008 (82 images)\99-1.bmp",1,NA,10-28-05,80 mm,8.0 MHz,0536_1.png,
101-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\101-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0537_2.png,
105-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\105-2.bmp",2,NA,NA,80 mm,8.0 MHz,0538_2.png,
106-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\106-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0539_2.png,
107-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\107-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0540_2.png,
108-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\108-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0541_2.png,
109-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\109-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0542_2.png,
111-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\111-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0543_2.png,
115-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\115-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0544_2.png,
118-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\118-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0545_2.png,
120-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\120-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0546_2.png,
121-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\121-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0547_2.png,
123-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\123-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0548_2.png,
126-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\126-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0549_2.png,
127-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\127-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0550_2.png,
133-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\133-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0551_2.png,
134-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\134-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0552_2.png,
135-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\135-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0553_2.png,
137-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\137-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0554_2.png,
138-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\138-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0555_2.png,
139-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\139-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0556_2.png,
142-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\142-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0557_2.png,
145-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\145-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0558_2.png,
146-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\146-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0559_2.png,
150-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\150-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0560_2.png,
154-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\154-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0561_2.png,
159-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\159-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0562_2.png,
162-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\162-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0563_2.png,
163-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\163-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0564_2.png,
167-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\167-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0565_2.png,
168-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\168-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0566_2.png,
170-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\170-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0567_2.png,
171-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\171-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0568_2.png,
17-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\17-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0569_2.png,
178-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\178-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0570_2.png,
180-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\180-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0571_2.png,
181-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\181-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0572_2.png,
183-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\183-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0573_2.png,
184-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\184-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0574_2.png,
186-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\186-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0575_2.png,
190-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\190-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0576_2.png,
191-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\191-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0577_2.png,
192-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\192-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0578_2.png,
19-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\19-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0579_2.png,
198-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\198-2.bmp",2,NA,NA,80 mm,8.0 MHz,0580_2.png,
199-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\199-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0581_2.png,
201-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\201-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0582_2.png,
20-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\20-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0583_2.png,
204-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\204-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0584_2.png,
205-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\205-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0585_2.png,
210-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\210-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0586_2.png,
212-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\212-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0587_2.png,
21-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\21-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0588_2.png,
214-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\214-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0589_2.png,
215-2.bmp,"2 (160 images)\Feb 3, 2009 (79 images)\215-2.bmp",2,NA,02-03-09,80 mm,8.0 MHz,0590_2.png,
